1,08-10-2020 10:29:55.501,submit buy order,'b2', 3, 37, 3
1,08-10-2020 10:30:47.327,submit sell order,'s5', 10, 26, 1
1,08-10-2020 10:31:36.776,submit sell order,'s3', 6, 40, 1
1,08-10-2020 10:32:02.306,new buy order,'b2', 3, 37, 3
1,08-10-2020 10:32:45.165,discard buy order,'b2', 3, 37, 0
1,08-10-2020 10:32:47.906,submit buy order,'b5', 9, 35, 2
1,08-10-2020 10:33:02.669,new buy order,'b5', 9, 35, 2
1,08-10-2020 10:33:15.688,discard buy order,'b5', 9, 35, 0
1,08-10-2020 10:33:51.657,submit buy order,'b4', 7, 34, 3
1,08-10-2020 10:34:19.832,new buy order,'b4', 7, 34, 3
1,08-10-2020 10:35:06.582,new sell order,'s3', 6, 40, 1
1,08-10-2020 10:35:38.048,discard buy order,'b4', 7, 34, 0
1,08-10-2020 10:36:31.176,new sell order,'s5', 10, 26, 1
1,08-10-2020 10:37:15.082,submit sell order,'s1', 2, 21, 2
1,08-10-2020 10:37:44.724,new sell order,'s1', 2, 21, 0
1,08-10-2020 10:38:24.176,discard sell order,'s3', 6, 40, 0
1,08-10-2020 10:39:04.655,discard sell order,'s5', 10, 26, 0
1,08-10-2020 10:39:40.542,discard sell order,'s1', 2, 21, 0
1,08-10-2020 10:40:39.014,submit buy order,'b1', 1, 40, 2
1,08-10-2020 10:40:40.543,new buy order,'b1', 1, 40, 2
1,08-10-2020 10:41:29.401,submit sell order,'s4', 8, 40, 4
1,08-10-2020 10:41:49.253,new sell order,'s4', 8, 40, 4
1,08-10-2020 10:41:52.907,submit buy order,'b3', 5, 31, 3
1,08-10-2020 10:42:35.090,new buy order,'b3', 5, 31, 3
1,08-10-2020 10:43:19.550,discard buy order,'b3', 5, 31, 0
1,08-10-2020 10:43:36.327,discard buy order,'b1', 1, 40, 0
1,08-10-2020 10:43:48.748,discard sell order,'s4', 8, 40, 0
1,08-10-2020 10:44:22.691,submit sell order,'s2', 4, 23, 4
1,08-10-2020 10:45:06.019,new sell order,'s2', 4, 23, 4
1,08-10-2020 10:45:54.137,discard sell order,'s2', 4, 23, 0
2,08-10-2020 10:45:56.781,submit buy order,'b1', 1, 40, 2
2,08-10-2020 10:46:33.770,submit sell order,'s3', 6, 40, 1
2,08-10-2020 10:46:41.069,submit sell order,'s2', 4, 23, 4
2,08-10-2020 10:47:08.809,new buy order,'b1', 1, 40, 2
2,08-10-2020 10:48:09.177,discard buy order,'b1', 1, 40, 0
2,08-10-2020 10:48:35.887,submit sell order,'s4', 8, 40, 4
2,08-10-2020 10:49:05.512,submit buy order,'b5', 9, 35, 2
2,08-10-2020 10:49:33.997,submit sell order,'s5', 10, 26, 1
2,08-10-2020 10:50:07.531,new sell order,'s2', 4, 23, 4
2,08-10-2020 10:50:29.737,new sell order,'s5', 10, 26, 1
2,08-10-2020 10:50:47.663,new sell order,'s3', 6, 40, 1
2,08-10-2020 10:51:21.699,submit sell order,'s1', 2, 21, 2
2,08-10-2020 10:51:49.457,new sell order,'s4', 8, 40, 4
2,08-10-2020 10:52:26.589,submit buy order,'b4', 7, 34, 3
2,08-10-2020 10:53:01.539,new buy order,'b5', 9, 35, 2
2,08-10-2020 10:53:35.707,submit buy order,'b3', 5, 31, 3
2,08-10-2020 10:53:40.348,trade3,'s2', 4, 23, 2,'b5', 9, 35, 0
2,08-10-2020 10:54:37.681,new sell order,'s1', 2, 21, 2
2,08-10-2020 10:54:53.874,submit buy order,'b2', 3, 37, 3
2,08-10-2020 10:55:46.050,new buy order,'b4', 7, 34, 3
2,08-10-2020 10:56:00.468,trade2,'s1', 2, 21, 0,'b4', 7, 34, 1
2,08-10-2020 10:56:19.493,trade3,'s2', 4, 23, 1,'b4', 7, 34, 0
2,08-10-2020 10:56:51.850,discard sell order,'s2', 4, 23, 0
2,08-10-2020 10:57:41.442,new buy order,'b3', 5, 31, 3
2,08-10-2020 10:58:17.570,new buy order,'b2', 3, 37, 3
2,08-10-2020 10:59:16.548,trade2,'s5', 10, 26, 0,'b2', 3, 37, 2
2,08-10-2020 10:59:52.245,discard sell order,'s3', 6, 40, 0
2,08-10-2020 11:00:13.641,discard sell order,'s4', 8, 40, 0
2,08-10-2020 11:01:13.173,discard buy order,'b2', 3, 37, 0
2,08-10-2020 11:01:53.731,discard buy order,'b3', 5, 31, 0
3,08-10-2020 11:02:52.757,submit buy order,'b3', 5, 31, 3
3,08-10-2020 11:03:34.966,submit buy order,'b5', 9, 35, 2
3,08-10-2020 11:03:55.715,submit sell order,'s1', 2, 21, 2
3,08-10-2020 11:04:19.278,submit sell order,'s5', 10, 26, 1
3,08-10-2020 11:05:06.630,new sell order,'s5', 10, 26, 1
3,08-10-2020 11:05:49.478,discard sell order,'s5', 10, 26, 0
3,08-10-2020 11:06:30.482,submit buy order,'b4', 7, 34, 3
3,08-10-2020 11:06:53.289,new buy order,'b3', 5, 31, 3
3,08-10-2020 11:07:30.876,submit buy order,'b2', 3, 37, 3
3,08-10-2020 11:08:15.007,submit buy order,'b1', 1, 40, 2
3,08-10-2020 11:08:49.596,new buy order,'b1', 1, 40, 2
3,08-10-2020 11:08:56.805,new sell order,'s1', 2, 21, 2
3,08-10-2020 11:09:16.397,discard sell order,'s1', 2, 21, 0
3,08-10-2020 11:09:23.947,submit sell order,'s2', 4, 23, 4
3,08-10-2020 11:10:14.778,new sell order,'s2', 4, 23, 4
3,08-10-2020 11:10:30.048,trade3,'s2', 4, 23, 2,'b1', 1, 40, 0
3,08-10-2020 11:10:41.306,trade2,'s2', 4, 23, 0,'b3', 5, 31, 1
3,08-10-2020 11:11:26.969,new buy order,'b4', 7, 34, 0
3,08-10-2020 11:11:31.451,new buy order,'b5', 9, 35, 2
3,08-10-2020 11:12:18.444,discard buy order,'b3', 5, 31, 0
3,08-10-2020 11:12:37.987,new buy order,'b2', 3, 37, 3
3,08-10-2020 11:13:28.978,discard buy order,'b4', 7, 34, 0
3,08-10-2020 11:13:53.157,submit sell order,'s3', 6, 40, 1
3,08-10-2020 11:14:05.404,discard buy order,'b2', 3, 37, 0
3,08-10-2020 11:14:25.014,discard buy order,'b5', 9, 35, 0
3,08-10-2020 11:15:09.955,submit sell order,'s4', 8, 40, 4
3,08-10-2020 11:15:50.636,new sell order,'s3', 6, 40, 1
3,08-10-2020 11:16:02.464,new sell order,'s4', 8, 40, 4
3,08-10-2020 11:16:57.045,discard sell order,'s3', 6, 40, 0
3,08-10-2020 11:17:35.246,discard sell order,'s4', 8, 40, 0
4,08-10-2020 11:17:46.588,submit sell order,'s2', 4, 23, 4
4,08-10-2020 11:18:39.949,new sell order,'s2', 4, 23, 4
4,08-10-2020 11:19:01.269,submit sell order,'s4', 8, 40, 4
4,08-10-2020 11:19:40.881,submit sell order,'s1', 2, 21, 2
4,08-10-2020 11:19:44.764,submit sell order,'s3', 6, 40, 1
4,08-10-2020 11:20:11.617,new sell order,'s4', 8, 40, 4
4,08-10-2020 11:21:10.943,new sell order,'s3', 6, 40, 1
4,08-10-2020 11:21:32.709,new sell order,'s1', 2, 21, 2
4,08-10-2020 11:22:18.265,submit buy order,'b4', 7, 34, 3
4,08-10-2020 11:22:38.111,submit sell order,'s5', 10, 26, 1
4,08-10-2020 11:23:30.104,new buy order,'b4', 7, 34, 3
4,08-10-2020 11:24:16.161,trade2,'s1', 2, 21, 0,'b4', 7, 34, 1
4,08-10-2020 11:25:14.586,discard sell order,'s2', 4, 23, 0
4,08-10-2020 11:25:29.087,submit buy order,'b2', 3, 37, 3
4,08-10-2020 11:25:54.282,new buy order,'b2', 3, 37, 3
4,08-10-2020 11:25:58.377,submit buy order,'b3', 5, 31, 3
4,08-10-2020 11:26:35.168,new buy order,'b3', 5, 31, 3
4,08-10-2020 11:26:58.362,new sell order,'s5', 10, 26, 1
4,08-10-2020 11:27:14.196,discard buy order,'b3', 5, 31, 0
4,08-10-2020 11:27:22.320,trade2,'s5', 10, 26, 0,'b2', 3, 37, 2
4,08-10-2020 11:27:48.272,submit buy order,'b5', 9, 35, 2
4,08-10-2020 11:28:23.733,submit buy order,'b1', 1, 40, 2
4,08-10-2020 11:28:48.616,discard sell order,'s3', 6, 40, 0
4,08-10-2020 11:28:58.086,discard sell order,'s4', 8, 40, 0
4,08-10-2020 11:29:27.309,new buy order,'b1', 1, 40, 2
4,08-10-2020 11:30:15.114,discard buy order,'b1', 1, 40, 0
4,08-10-2020 11:30:19.339,discard buy order,'b2', 3, 37, 0
4,08-10-2020 11:30:40.846,new buy order,'b5', 9, 35, 2
4,08-10-2020 11:30:43.101,discard buy order,'b5', 9, 35, 0
4,08-10-2020 11:31:33.838,discard buy order,'b4', 7, 34, 0
5,08-10-2020 11:31:53.907,submit buy order,'b5', 9, 35, 2
5,08-10-2020 11:32:45.065,submit sell order,'s2', 4, 23, 4
5,08-10-2020 11:33:09.845,submit sell order,'s4', 8, 40, 4
5,08-10-2020 11:33:29.611,new sell order,'s2', 4, 23, 4
5,08-10-2020 11:33:48.921,new sell order,'s4', 8, 40, 4
5,08-10-2020 11:34:27.125,submit buy order,'b2', 3, 37, 3
5,08-10-2020 11:35:15.038,new buy order,'b2', 3, 37, 3
5,08-10-2020 11:35:16.097,new buy order,'b5', 9, 35, 2
5,08-10-2020 11:35:19.158,submit buy order,'b4', 7, 34, 3
5,08-10-2020 11:35:23.613,submit sell order,'s3', 6, 40, 1
5,08-10-2020 11:35:37.828,submit buy order,'b1', 1, 40, 2
5,08-10-2020 11:36:06.864,new sell order,'s3', 6, 40, 1
5,08-10-2020 11:36:30.189,discard buy order,'b2', 3, 37, 0
5,08-10-2020 11:36:34.559,trade3,'s2', 4, 23, 2,'b5', 9, 35, 0
5,08-10-2020 11:36:54.007,discard sell order,'s4', 8, 40, 0
5,08-10-2020 11:37:28.512,submit sell order,'s5', 10, 26, 1
5,08-10-2020 11:37:31.725,new sell order,'s5', 10, 26, 1
5,08-10-2020 11:37:50.131,submit sell order,'s1', 2, 21, 2
5,08-10-2020 11:38:22.152,new buy order,'b4', 7, 34, 3
5,08-10-2020 11:38:42.257,discard sell order,'s2', 4, 23, 0
5,08-10-2020 11:39:15.214,discard sell order,'s5', 10, 26, 0
5,08-10-2020 11:39:25.438,new sell order,'s1', 2, 21, 2
5,08-10-2020 11:39:38.948,new buy order,'b1', 1, 40, 2
5,08-10-2020 11:40:03.638,discard buy order,'b4', 7, 34, 0
5,08-10-2020 11:40:17.381,discard sell order,'s1', 2, 21, 0
5,08-10-2020 11:41:06.687,discard buy order,'b1', 1, 40, 0
5,08-10-2020 11:41:12.991,discard sell order,'s3', 6, 40, 0
5,08-10-2020 11:42:13.375,submit buy order,'b3', 5, 31, 3
5,08-10-2020 11:42:22.235,new buy order,'b3', 5, 31, 3
5,08-10-2020 11:43:12.938,discard buy order,'b3', 5, 31, 0
6,08-10-2020 11:43:39.361,submit sell order,'s4', 8, 40, 4
6,08-10-2020 11:44:30.681,submit buy order,'b1', 1, 40, 2
6,08-10-2020 11:44:53.614,new sell order,'s4', 8, 40, 4
6,08-10-2020 11:45:30.296,submit sell order,'s2', 4, 23, 4
6,08-10-2020 11:46:02.671,new sell order,'s2', 4, 23, 4
6,08-10-2020 11:46:32.156,new buy order,'b1', 1, 40, 2
6,08-10-2020 11:46:54.051,submit buy order,'b4', 7, 34, 3
6,08-10-2020 11:47:11.615,submit buy order,'b5', 9, 35, 2
6,08-10-2020 11:48:00.656,new buy order,'b5', 9, 35, 2
6,08-10-2020 11:48:24.795,submit sell order,'s5', 10, 26, 1
6,08-10-2020 11:48:34.477,discard sell order,'s4', 8, 40, 0
6,08-10-2020 11:49:09.707,submit sell order,'s1', 2, 21, 2
6,08-10-2020 11:49:28.856,discard sell order,'s2', 4, 23, 0
6,08-10-2020 11:49:36.425,discard buy order,'b5', 9, 35, 0
6,08-10-2020 11:50:12.229,submit buy order,'b3', 5, 31, 3
6,08-10-2020 11:50:16.754,discard buy order,'b1', 1, 40, 0
6,08-10-2020 11:50:50.785,submit buy order,'b2', 3, 37, 3
6,08-10-2020 11:51:28.848,new buy order,'b4', 7, 34, 3
6,08-10-2020 11:51:35.247,new buy order,'b2', 3, 37, 3
6,08-10-2020 11:52:10.522,new buy order,'b3', 5, 31, 3
6,08-10-2020 11:52:35.929,submit sell order,'s3', 6, 40, 1
6,08-10-2020 11:53:11.376,discard buy order,'b4', 7, 34, 0
6,08-10-2020 11:54:02.895,discard buy order,'b2', 3, 37, 0
6,08-10-2020 11:54:05.708,discard buy order,'b3', 5, 31, 0
6,08-10-2020 11:54:35.120,new sell order,'s3', 6, 40, 1
6,08-10-2020 11:55:24.054,new sell order,'s5', 10, 26, 1
6,08-10-2020 11:55:48.496,new sell order,'s1', 2, 21, 2
6,08-10-2020 11:55:54.998,discard sell order,'s1', 2, 21, 0
6,08-10-2020 11:56:44.818,discard sell order,'s5', 10, 26, 0
6,08-10-2020 11:56:59.337,discard sell order,'s3', 6, 40, 0
7,08-10-2020 11:57:43.326,submit buy order,'b2', 3, 37, 3
7,08-10-2020 11:58:04.068,new buy order,'b2', 3, 37, 3
7,08-10-2020 11:58:28.772,submit sell order,'s4', 8, 40, 4
7,08-10-2020 11:58:49.690,submit sell order,'s2', 4, 23, 4
7,08-10-2020 11:59:29.708,submit buy order,'b5', 9, 35, 2
7,08-10-2020 12:00:26.100,submit buy order,'b1', 1, 40, 2
7,08-10-2020 12:01:01.966,discard buy order,'b2', 3, 37, 0
7,08-10-2020 12:01:59.564,submit buy order,'b4', 7, 34, 3
7,08-10-2020 12:02:12.571,submit buy order,'b3', 5, 31, 3
7,08-10-2020 12:02:16.811,new sell order,'s2', 4, 23, 4
7,08-10-2020 12:02:33.689,new sell order,'s4', 8, 40, 4
7,08-10-2020 12:03:19.431,new buy order,'b1', 1, 40, 2
7,08-10-2020 12:03:29.849,discard sell order,'s4', 8, 40, 0
7,08-10-2020 12:04:01.144,discard sell order,'s2', 4, 23, 0
7,08-10-2020 12:04:35.510,new buy order,'b3', 5, 31, 3
7,08-10-2020 12:05:11.946,new buy order,'b5', 9, 35, 2
7,08-10-2020 12:06:07.585,submit sell order,'s5', 10, 26, 1
7,08-10-2020 12:06:32.902,new sell order,'s5', 10, 26, 1
7,08-10-2020 12:06:34.108,discard buy order,'b1', 1, 40, 0
7,08-10-2020 12:07:18.015,trade2,'s5', 10, 26, 0,'b5', 9, 35, 1
7,08-10-2020 12:08:14.107,discard buy order,'b5', 9, 35, 0
7,08-10-2020 12:09:07.328,new buy order,'b4', 7, 34, 3
7,08-10-2020 12:09:32.669,submit sell order,'s3', 6, 40, 1
7,08-10-2020 12:09:42.077,new sell order,'s3', 6, 40, 1
7,08-10-2020 12:09:56.614,discard buy order,'b3', 5, 31, 0
7,08-10-2020 12:10:28.264,submit sell order,'s1', 2, 21, 2
7,08-10-2020 12:10:39.777,discard buy order,'b4', 7, 34, 0
7,08-10-2020 12:11:14.394,discard sell order,'s3', 6, 40, 0
7,08-10-2020 12:11:30.706,new sell order,'s1', 2, 21, 2
7,08-10-2020 12:12:30.666,discard sell order,'s1', 2, 21, 0
8,08-10-2020 12:12:43.269,submit buy order,'b5', 9, 35, 2
8,08-10-2020 12:12:52.865,new buy order,'b5', 9, 35, 2
8,08-10-2020 12:13:46.632,submit buy order,'b4', 7, 34, 3
8,08-10-2020 12:14:02.440,discard buy order,'b5', 9, 35, 0
8,08-10-2020 12:14:38.383,new buy order,'b4', 7, 34, 3
8,08-10-2020 12:14:45.520,discard buy order,'b4', 7, 34, 0
8,08-10-2020 12:15:32.800,submit buy order,'b3', 5, 31, 3
8,08-10-2020 12:16:14.605,submit buy order,'b2', 3, 37, 3
8,08-10-2020 12:16:48.699,submit buy order,'b1', 1, 40, 2
8,08-10-2020 12:17:22.723,submit sell order,'s4', 8, 40, 4
8,08-10-2020 12:18:03.198,new sell order,'s4', 8, 40, 4
8,08-10-2020 12:18:06.226,discard sell order,'s4', 8, 40, 0
8,08-10-2020 12:18:33.139,new buy order,'b1', 1, 40, 2
8,08-10-2020 12:19:12.004,discard buy order,'b1', 1, 40, 0
8,08-10-2020 12:19:32.297,submit sell order,'s5', 10, 26, 1
8,08-10-2020 12:20:08.226,submit sell order,'s3', 6, 40, 1
8,08-10-2020 12:20:31.478,submit sell order,'s1', 2, 21, 2
8,08-10-2020 12:21:30.178,new sell order,'s5', 10, 26, 1
8,08-10-2020 12:22:12.168,discard sell order,'s5', 10, 26, 0
8,08-10-2020 12:22:20.272,new sell order,'s1', 2, 21, 2
8,08-10-2020 12:22:41.322,new sell order,'s3', 6, 40, 1
8,08-10-2020 12:23:07.175,submit sell order,'s2', 4, 23, 4
8,08-10-2020 12:23:54.841,new buy order,'b3', 5, 31, 0
8,08-10-2020 12:24:38.651,new buy order,'b2', 3, 37, 3
