1,07-10-2020 22:06:02.887,submit sell order,'s1', 2, 39, 2
1,07-10-2020 22:06:14.718,submit sell order,'s3', 6, 36, 4
1,07-10-2020 22:07:06.004,new sell order,'s1', 2, 39, 2
1,07-10-2020 22:07:57.997,submit sell order,'s5', 10, 21, 2
1,07-10-2020 22:08:03.586,discard sell order,'s1', 2, 39, 0
1,07-10-2020 22:08:53.386,submit sell order,'s2', 4, 36, 2
1,07-10-2020 22:09:46.565,submit sell order,'s4', 8, 35, 5
1,07-10-2020 22:10:06.191,new sell order,'s2', 4, 36, 2
1,07-10-2020 22:10:38.406,new sell order,'s5', 10, 21, 2
1,07-10-2020 22:11:38.134,submit buy order,'b2', 3, 24, 1
1,07-10-2020 22:12:11.564,new buy order,'b2', 3, 24, 1
1,07-10-2020 22:12:13.782,new sell order,'s3', 6, 36, 4
1,07-10-2020 22:12:42.380,new sell order,'s4', 8, 35, 5
1,07-10-2020 22:12:52.609,discard buy order,'b2', 3, 24, 0
1,07-10-2020 22:13:25.179,submit buy order,'b4', 7, 34, 2
1,07-10-2020 22:14:22.368,new buy order,'b4', 7, 34, 2
1,07-10-2020 22:14:59.689,trade1,'b4', 7, 34, 0,'s5', 10, 21, 0
1,07-10-2020 22:15:56.863,discard sell order,'s2', 4, 36, 0
1,07-10-2020 22:15:58.319,submit buy order,'b3', 5, 36, 5
1,07-10-2020 22:16:15.005,submit buy order,'b1', 1, 26, 4
1,07-10-2020 22:16:49.746,new buy order,'b1', 1, 26, 4
1,07-10-2020 22:17:03.925,discard buy order,'b1', 1, 26, 0
1,07-10-2020 22:17:58.813,submit buy order,'b5', 9, 27, 2
1,07-10-2020 22:18:33.023,new buy order,'b5', 9, 27, 2
1,07-10-2020 22:19:05.097,discard buy order,'b5', 9, 27, 0
1,07-10-2020 22:19:26.412,new buy order,'b3', 5, 36, 5
1,07-10-2020 22:19:40.304,discard sell order,'s4', 8, 35, 0
1,07-10-2020 22:19:56.575,discard sell order,'s3', 6, 36, 0
1,07-10-2020 22:20:32.286,discard buy order,'b3', 5, 36, 0
2,07-10-2020 22:21:19.481,submit sell order,'s3', 6, 36, 4
2,07-10-2020 22:21:52.646,submit sell order,'s2', 4, 36, 2
2,07-10-2020 22:22:34.379,submit buy order,'b5', 9, 27, 2
2,07-10-2020 22:22:45.448,submit buy order,'b4', 7, 34, 2
2,07-10-2020 22:22:56.627,new sell order,'s3', 6, 36, 4
2,07-10-2020 22:23:37.727,new buy order,'b4', 7, 34, 2
2,07-10-2020 22:24:26.350,discard sell order,'s3', 6, 36, 0
2,07-10-2020 22:25:23.988,new buy order,'b5', 9, 27, 2
2,07-10-2020 22:25:33.913,submit buy order,'b2', 3, 24, 1
2,07-10-2020 22:26:02.269,submit buy order,'b1', 1, 26, 4
2,07-10-2020 22:26:31.447,new buy order,'b2', 3, 24, 1
2,07-10-2020 22:27:01.712,new sell order,'s2', 4, 36, 2
2,07-10-2020 22:27:25.745,discard sell order,'s2', 4, 36, 0
2,07-10-2020 22:28:07.627,submit sell order,'s4', 8, 35, 5
2,07-10-2020 22:28:21.930,submit buy order,'b3', 5, 36, 5
2,07-10-2020 22:29:22.656,new buy order,'b1', 1, 26, 4
2,07-10-2020 22:30:15.172,new buy order,'b3', 5, 36, 5
2,07-10-2020 22:30:34.709,discard buy order,'b5', 9, 27, 0
2,07-10-2020 22:31:06.676,new sell order,'s4', 8, 35, 5
2,07-10-2020 22:31:37.583,trade1,'b3', 5, 36, 0,'s4', 8, 35, 0
2,07-10-2020 22:32:21.761,discard buy order,'b1', 1, 26, 0
2,07-10-2020 22:33:14.702,discard buy order,'b4', 7, 34, 0
2,07-10-2020 22:33:57.798,discard buy order,'b2', 3, 24, 0
2,07-10-2020 22:34:50.059,submit sell order,'s5', 10, 21, 2
2,07-10-2020 22:35:31.616,submit sell order,'s1', 2, 39, 2
2,07-10-2020 22:35:54.112,new sell order,'s5', 10, 21, 2
