5169112,18-02-2019T03:00:23.804,submit buy order,'b00d0Phn2Svpv',1550448827,105,100
5169112,18-02-2019T03:00:23.805,new buy order,'b00d0Phn2Svpv',1550448827,105,100
5169112,18-02-2019T03:00:23.817,submit sell order,'s00d0Phn2Svpw',1550448840,105,100
5169112,18-02-2019T03:00:23.818,new sell order,'s00d0Phn2Svpw',1550448840,105,100
5169112,18-02-2019T03:01:24.280,trade1,'s00d0Phn2Svpw',1550448840,105,0,'b00d0Phn2Svpv',1550448827,105,0
5169113,18-02-2019T03:01:32.697,submit buy order,'b00d0Phn2SwNq',1550448789,105,100
5169113,18-02-2019T03:01:32.698,new buy order,'b00d0Phn2SwNq',1550448789,105,100
5169113,18-02-2019T03:01:32.708,submit sell order,'s00d0Phn2SwNr',1550448800,105,100
5169113,18-02-2019T03:01:32.709,new sell order,'s00d0Phn2SwNr',1550448800,105,100
5169113,18-02-2019T03:02:34.679,trade1,'b00d0Phn2SwNq',1550448789,105,0,'s00d0Phn2SwNr',1550448800,105,0
201701021,18-02-2019T05:05:44.541,submit buy order,'b00d0Phn2SzMt',1550456085,12,10
201701021,18-02-2019T05:05:44.544,new buy order,'b00d0Phn2SzMt',1550456085,12,10
201701021,18-02-2019T05:05:44.554,submit sell order,'s00d0Phn2SzMu',1550456098,12,10
201701021,18-02-2019T05:05:44.554,new sell order,'s00d0Phn2SzMu',1550456098,12,10
201701021,18-02-2019T05:05:44.555,trade1,'s00d0Phn2SzMu',1550456098,12,0,'b00d0Phn2SzMt',1550456085,12,0
201701021,18-02-2019T05:06:24.636,submit buy order,'b00d0Phn2SzPq',1550456220,10,2000
201701021,18-02-2019T05:06:24.642,new buy order,'b00d0Phn2SzPq',1550456220,10,2000
201701021,18-02-2019T05:06:24.650,submit buy order,'b00d0Phn2SzPr',1550456234,10,2000
201701021,18-02-2019T05:06:24.654,new buy order,'b00d0Phn2SzPr',1550456234,10,2000
201701021,18-02-2019T05:06:24.660,submit buy order,'b00d0Phn2SzPs',1550456244,10,2000
201701021,18-02-2019T05:06:24.663,new buy order,'b00d0Phn2SzPs',1550456244,10,2000
201701021,18-02-2019T05:06:24.677,submit buy order,'b00d0Phn2SzPt',1550456261,10,2000
201701021,18-02-2019T05:06:24.679,new buy order,'b00d0Phn2SzPt',1550456261,10,2000
201701021,18-02-2019T05:06:26.700,submit buy order,'b00d0Phn2SzPu',1550456286,1,1
201701021,18-02-2019T05:06:26.700,new buy order,'b00d0Phn2SzPu',1550456286,1,1
201701021,18-02-2019T05:06:26.702,discard buy order,'b00d0Phn2SzPu',1550456286,1,0
201701021,18-02-2019T05:06:26.708,submit buy order,'b00d0Phn2SzPv',1550456294,1,1
201701021,18-02-2019T05:06:26.708,new buy order,'b00d0Phn2SzPv',1550456294,1,1
201701021,18-02-2019T05:06:26.709,discard buy order,'b00d0Phn2SzPv',1550456294,1,0
201701021,18-02-2019T05:06:26.714,submit buy order,'b00d0Phn2SzPw',1550456300,1,1
201701021,18-02-2019T05:06:26.714,new buy order,'b00d0Phn2SzPw',1550456300,1,1
201701021,18-02-2019T05:06:26.716,discard buy order,'b00d0Phn2SzPw',1550456300,1,0
201701021,18-02-2019T05:06:26.721,submit buy order,'b00d0Phn2SzPx',1550456307,1,1
201701021,18-02-2019T05:06:26.721,new buy order,'b00d0Phn2SzPx',1550456307,1,1
201701021,18-02-2019T05:06:26.722,discard buy order,'b00d0Phn2SzPx',1550456307,1,0
201701021,18-02-2019T05:06:29.678,discard buy order,'b00d0Phn2SzPq',1550456220,10,0
201701021,18-02-2019T05:06:29.678,discard buy order,'b00d0Phn2SzPr',1550456234,10,0
201701021,18-02-2019T05:06:29.678,discard buy order,'b00d0Phn2SzPs',1550456244,10,0
201701021,18-02-2019T05:06:29.678,discard buy order,'b00d0Phn2SzPt',1550456261,10,0
201701021,18-02-2019T05:06:33.792,submit sell order,'s00d0Phn2SzQN',1550456385,10,1666
201701021,18-02-2019T05:06:33.793,new sell order,'s00d0Phn2SzQN',1550456385,10,1666
201701021,18-02-2019T05:06:33.800,submit sell order,'s00d0Phn2SzQO',1550456393,10,1666
201701021,18-02-2019T05:06:33.801,new sell order,'s00d0Phn2SzQO',1550456393,10,1666
201701021,18-02-2019T05:06:33.807,submit sell order,'s00d0Phn2SzQP',1550456400,10,1666
201701021,18-02-2019T05:06:33.808,new sell order,'s00d0Phn2SzQP',1550456400,10,1666
201701021,18-02-2019T05:06:33.814,submit sell order,'s00d0Phn2SzQQ',1550456407,10,1666
201701021,18-02-2019T05:06:33.815,new sell order,'s00d0Phn2SzQQ',1550456407,10,1666
201701021,18-02-2019T05:06:35.843,submit sell order,'s00d0Phn2SzQR',1550456438,10,1
201701021,18-02-2019T05:06:35.843,new sell order,'s00d0Phn2SzQR',1550456438,10,1
201701021,18-02-2019T05:06:35.844,discard sell order,'s00d0Phn2SzQR',1550456438,10,0
